call_id,hcp_id,rep_id,call_date,product_discussed,call_duration_min,samples_dropped
CALL000872,HCP0211,REP007,2025-04-03,PRD005,19,1
CALL000873,HCP0211,REP007,2025-05-01,PRD001,23,0
CALL000874,HCP0211,REP007,2025-04-12,PRD002,18,0
CALL000875,HCP0211,REP007,2025-09-04,PRD005,28,0
CALL000876,HCP0212,REP021,2025-01-30,PRD005,8,3
CALL000877,HCP0212,REP021,2025-09-20,PRD001,20,2
CALL000878,HCP0213,REP022,2025-07-25,PRD001,9,2
CALL000879,HCP0213,REP022,2025-10-19,PRD004,8,0
CALL000880,HCP0213,REP022,2025-10-15,PRD005,12,0
CALL000881,HCP0213,REP022,2025-03-07,PRD002,6,2
CALL000882,HCP0213,REP022,2025-03-01,PRD003,8,0
CALL000883,HCP0213,REP022,2025-05-08,PRD003,5,0
CALL000884,HCP0213,REP022,2025-07-22,PRD005,15,2
CALL000885,HCP0214,REP010,2025-06-06,PRD003,26,3
CALL000886,HCP0214,REP010,2025-10-02,PRD002,18,3
CALL000887,HCP0214,REP010,2025-05-05,PRD001,15,1
CALL000888,HCP0214,REP010,2025-02-20,PRD005,9,2
CALL000889,HCP0214,REP010,2025-03-05,PRD002,10,1
CALL000890,HCP0215,REP017,2025-05-07,PRD001,25,2
CALL000891,HCP0215,REP017,2025-11-01,PRD004,26,2
CALL000892,HCP0215,REP017,2025-09-07,PRD003,11,2
CALL000893,HCP0215,REP017,2025-06-02,PRD004,23,2
CALL000894,HCP0215,REP017,2025-10-22,PRD005,14,1
CALL000895,HCP0215,REP017,2025-10-12,PRD002,19,0
CALL000896,HCP0215,REP017,2025-10-11,PRD002,16,1
CALL000897,HCP0215,REP017,2025-05-30,PRD002,17,0
CALL000898,HCP0215,REP017,2025-01-05,PRD003,13,1
CALL000899,HCP0215,REP017,2025-05-17,PRD002,11,2
CALL000900,HCP0216,REP017,2025-05-18,PRD001,26,1
CALL000901,HCP0216,REP017,2025-06-27,PRD003,14,0
CALL000902,HCP0216,REP017,2025-11-03,PRD001,14,0
CALL000903,HCP0216,REP017,2025-02-04,PRD001,25,0
CALL000904,HCP0216,REP017,2025-08-06,PRD004,29,2
CALL000905,HCP0216,REP017,2025-01-20,PRD001,14,0
CALL000906,HCP0216,REP017,2025-11-23,PRD005,7,2
CALL000907,HCP0217,REP029,2025-03-19,PRD002,21,3
CALL000908,HCP0217,REP029,2025-01-12,PRD004,25,2
CALL000909,HCP0218,REP024,2025-04-19,PRD005,26,2
CALL000910,HCP0218,REP024,2025-03-25,PRD002,18,0
CALL000911,HCP0218,REP024,2025-12-20,PRD005,19,1
CALL000912,HCP0218,REP024,2025-07-24,PRD002,25,0
CALL000913,HCP0218,REP024,2025-10-16,PRD003,28,2
CALL000914,HCP0219,REP029,2025-01-08,PRD001,8,1
CALL000915,HCP0219,REP029,2025-10-23,PRD001,23,2
CALL000916,HCP0219,REP029,2025-04-13,PRD005,27,0
CALL000917,HCP0219,REP029,2025-09-21,PRD001,27,0
CALL000918,HCP0219,REP029,2025-08-05,PRD005,20,0
CALL000919,HCP0220,REP011,2025-09-08,PRD003,28,0
CALL000920,HCP0221,REP007,2025-02-08,PRD001,18,0
CALL000921,HCP0222,REP015,2025-01-16,PRD005,17,0
CALL000922,HCP0222,REP015,2025-08-24,PRD005,21,1
CALL000923,HCP0223,REP022,2025-06-18,PRD002,5,0
CALL000924,HCP0223,REP022,2025-02-28,PRD003,17,0
CALL000925,HCP0223,REP022,2025-04-21,PRD001,21,0
CALL000926,HCP0223,REP022,2025-03-30,PRD005,20,0
CALL000927,HCP0223,REP022,2025-03-21,PRD004,14,1
CALL000928,HCP0223,REP022,2025-12-18,PRD003,26,0
CALL000929,HCP0223,REP022,2025-06-17,PRD004,16,0
CALL000930,HCP0224,REP002,2025-06-10,PRD001,18,2
CALL000931,HCP0224,REP002,2025-01-13,PRD003,23,0
CALL000932,HCP0224,REP002,2025-04-16,PRD004,16,0
CALL000933,HCP0224,REP002,2025-01-17,PRD005,27,1
CALL000934,HCP0224,REP002,2025-06-14,PRD004,12,0
CALL000935,HCP0224,REP002,2025-09-14,PRD003,22,0
CALL000936,HCP0225,REP006,2025-08-29,PRD003,16,0
CALL000937,HCP0225,REP006,2025-06-09,PRD004,12,1
CALL000938,HCP0225,REP006,2025-04-24,PRD001,15,0
CALL000939,HCP0225,REP006,2025-03-17,PRD004,20,0
CALL000940,HCP0225,REP006,2025-09-17,PRD001,14,0
CALL000941,HCP0225,REP006,2025-12-13,PRD003,13,0
CALL000942,HCP0225,REP006,2025-02-25,PRD002,26,0
CALL000943,HCP0225,REP006,2025-07-05,PRD004,26,2
CALL000944,HCP0225,REP006,2025-08-29,PRD002,12,0
CALL000945,HCP0226,REP024,2025-01-21,PRD003,17,3
CALL000946,HCP0226,REP024,2025-07-09,PRD005,26,0
CALL000947,HCP0226,REP024,2025-08-26,PRD005,19,2
CALL000948,HCP0226,REP024,2025-06-29,PRD002,11,2
CALL000949,HCP0227,REP028,2025-12-08,PRD001,28,0
CALL000950,HCP0227,REP028,2025-06-10,PRD003,20,3
CALL000951,HCP0227,REP028,2025-05-21,PRD003,23,1
CALL000952,HCP0227,REP028,2025-11-14,PRD003,8,0
CALL000953,HCP0227,REP028,2025-02-27,PRD005,6,0
CALL000954,HCP0227,REP028,2025-08-30,PRD002,7,2
CALL000955,HCP0228,REP015,2025-07-04,PRD002,25,1
CALL000956,HCP0228,REP015,2025-10-31,PRD005,11,0
CALL000957,HCP0228,REP015,2025-07-13,PRD001,12,3
CALL000958,HCP0228,REP015,2025-06-24,PRD005,28,1
CALL000959,HCP0228,REP015,2025-12-10,PRD004,11,1
CALL000960,HCP0228,REP015,2025-10-25,PRD005,13,0
CALL000961,HCP0229,REP002,2025-09-29,PRD005,16,0
CALL000962,HCP0229,REP002,2025-09-15,PRD005,23,1
CALL000963,HCP0230,REP025,2025-05-25,PRD002,19,1
CALL000964,HCP0230,REP025,2025-08-02,PRD004,22,0
CALL000965,HCP0231,REP006,2025-11-29,PRD004,17,3
CALL000966,HCP0232,REP017,2025-04-11,PRD003,18,1
CALL000967,HCP0232,REP017,2025-04-27,PRD005,7,3
CALL000968,HCP0232,REP017,2025-07-10,PRD003,15,1
CALL000969,HCP0233,REP026,2025-07-02,PRD004,21,2
CALL000970,HCP0233,REP026,2025-07-01,PRD002,26,2
CALL000971,HCP0233,REP026,2025-04-04,PRD002,17,1
CALL000972,HCP0233,REP026,2025-01-07,PRD003,8,0
CALL000973,HCP0234,REP022,2025-03-01,PRD004,28,1
CALL000974,HCP0234,REP022,2025-07-29,PRD004,8,0
CALL000975,HCP0234,REP022,2025-09-30,PRD004,9,2
CALL000976,HCP0234,REP022,2025-08-09,PRD003,9,1
CALL000977,HCP0234,REP022,2025-05-24,PRD004,16,2
CALL000978,HCP0235,REP007,2025-12-06,PRD005,22,0
CALL000979,HCP0235,REP007,2025-06-29,PRD004,7,0
CALL000980,HCP0235,REP007,2025-04-09,PRD002,5,0
CALL000981,HCP0235,REP007,2025-08-21,PRD005,13,0
CALL000982,HCP0235,REP007,2025-09-22,PRD001,19,2
CALL000983,HCP0236,REP015,2025-03-05,PRD003,28,2
CALL000984,HCP0236,REP015,2025-06-19,PRD004,25,1
CALL000985,HCP0236,REP015,2025-02-08,PRD005,16,0
CALL000986,HCP0236,REP015,2025-06-07,PRD001,22,2
CALL000987,HCP0236,REP015,2025-02-02,PRD003,12,1
CALL000988,HCP0236,REP015,2025-01-08,PRD001,24,1
CALL000989,HCP0237,REP008,2025-07-07,PRD004,5,3
CALL000990,HCP0238,REP004,2025-10-10,PRD004,22,1
CALL000991,HCP0238,REP004,2025-07-23,PRD002,7,2
CALL000992,HCP0239,REP015,2025-05-13,PRD004,19,1
CALL000993,HCP0239,REP015,2025-10-01,PRD003,24,2
CALL000994,HCP0239,REP015,2025-07-29,PRD001,20,0
CALL000995,HCP0239,REP015,2025-01-05,PRD004,5,1
CALL000996,HCP0239,REP015,2025-11-30,PRD004,18,0
CALL000997,HCP0239,REP015,2025-10-15,PRD001,26,0
CALL000998,HCP0239,REP015,2025-12-29,PRD002,18,0
CALL000999,HCP0239,REP015,2025-09-16,PRD004,5,2
CALL001000,HCP0239,REP015,2025-01-31,PRD003,29,1
CALL001001,HCP0239,REP015,2025-08-24,PRD002,25,2
CALL001002,HCP0240,REP013,2025-05-14,PRD001,10,2
CALL001003,HCP0240,REP013,2025-09-10,PRD001,9,1
CALL001004,HCP0240,REP013,2025-03-13,PRD005,17,0
CALL001005,HCP0240,REP013,2025-04-15,PRD002,29,0
CALL001006,HCP0240,REP013,2025-03-18,PRD002,17,1
CALL001007,HCP0240,REP013,2025-06-02,PRD003,5,2
CALL001008,HCP0241,REP001,2025-04-12,PRD005,16,0
CALL001009,HCP0241,REP001,2025-10-23,PRD004,22,2
CALL001010,HCP0241,REP001,2025-02-06,PRD002,13,0
CALL001011,HCP0241,REP001,2025-11-10,PRD005,8,1
CALL001012,HCP0241,REP001,2025-06-22,PRD004,25,3
CALL001013,HCP0241,REP001,2025-05-06,PRD003,29,0
CALL001014,HCP0242,REP007,2025-04-30,PRD001,20,0
CALL001015,HCP0243,REP006,2025-01-11,PRD002,20,0
CALL001016,HCP0243,REP006,2025-11-13,PRD001,29,1
CALL001017,HCP0243,REP006,2025-02-03,PRD004,6,3
CALL001018,HCP0243,REP006,2025-11-01,PRD004,16,1
CALL001019,HCP0244,REP009,2025-10-27,PRD001,16,0
CALL001020,HCP0244,REP009,2025-01-05,PRD004,17,0
CALL001021,HCP0244,REP009,2025-04-03,PRD005,8,0
CALL001022,HCP0244,REP009,2025-07-06,PRD002,29,1
CALL001023,HCP0244,REP009,2025-09-02,PRD002,24,2
CALL001024,HCP0244,REP009,2025-06-11,PRD003,14,2
CALL001025,HCP0245,REP019,2025-06-26,PRD002,28,1
CALL001026,HCP0245,REP019,2025-07-25,PRD005,22,0
CALL001027,HCP0245,REP019,2025-09-30,PRD005,22,0
CALL001028,HCP0246,REP028,2025-06-26,PRD005,26,3
CALL001029,HCP0246,REP028,2025-08-19,PRD004,28,1
CALL001030,HCP0246,REP028,2025-04-24,PRD001,23,1
CALL001031,HCP0246,REP028,2025-03-22,PRD001,7,0
CALL001032,HCP0247,REP013,2025-03-21,PRD004,22,0
CALL001033,HCP0247,REP013,2025-08-10,PRD003,23,2
CALL001034,HCP0247,REP013,2025-01-12,PRD001,23,2
CALL001035,HCP0247,REP013,2025-10-04,PRD003,26,2
CALL001036,HCP0247,REP013,2025-12-04,PRD003,6,1
CALL001037,HCP0247,REP013,2025-01-06,PRD005,25,3
CALL001038,HCP0248,REP009,2025-01-13,PRD001,17,2
CALL001039,HCP0248,REP009,2025-08-27,PRD001,21,3
CALL001040,HCP0248,REP009,2025-08-13,PRD001,23,2
CALL001041,HCP0248,REP009,2025-04-17,PRD005,12,1
CALL001042,HCP0249,REP023,2025-04-20,PRD003,18,0
CALL001043,HCP0251,REP002,2025-10-10,PRD002,23,0
CALL001044,HCP0251,REP002,2025-04-04,PRD004,27,1
CALL001045,HCP0251,REP002,2025-03-25,PRD005,17,0
CALL001046,HCP0251,REP002,2025-11-16,PRD004,6,2
CALL001047,HCP0251,REP002,2025-10-25,PRD005,9,0
CALL001048,HCP0251,REP002,2025-02-01,PRD004,26,0
CALL001049,HCP0251,REP002,2025-07-10,PRD002,11,0
CALL001050,HCP0251,REP002,2025-12-23,PRD002,20,1
CALL001051,HCP0252,REP006,2025-08-11,PRD001,22,0
CALL001052,HCP0252,REP006,2025-02-09,PRD004,16,2
CALL001053,HCP0253,REP012,2025-12-20,PRD002,12,3
CALL001054,HCP0253,REP012,2025-05-03,PRD004,26,0
CALL001055,HCP0253,REP012,2025-07-17,PRD003,7,1
CALL001056,HCP0253,REP012,2025-06-18,PRD005,23,0
CALL001057,HCP0253,REP012,2025-01-09,PRD001,18,0
CALL001058,HCP0254,REP004,2025-12-27,PRD003,19,2
CALL001059,HCP0254,REP004,2025-06-29,PRD001,11,0
CALL001060,HCP0254,REP004,2025-02-09,PRD004,13,0
CALL001061,HCP0254,REP004,2025-01-06,PRD004,18,1
CALL001062,HCP0255,REP007,2025-12-03,PRD004,17,1
CALL001063,HCP0255,REP007,2025-10-11,PRD004,22,1
CALL001064,HCP0256,REP006,2025-10-17,PRD005,20,0
CALL001065,HCP0256,REP006,2025-03-26,PRD001,13,2
CALL001066,HCP0256,REP006,2025-07-21,PRD002,16,1
CALL001067,HCP0256,REP006,2025-07-08,PRD001,24,1
CALL001068,HCP0256,REP006,2025-06-12,PRD001,6,0
CALL001069,HCP0257,REP027,2025-09-09,PRD003,12,1
CALL001070,HCP0257,REP027,2025-06-12,PRD002,16,0
CALL001071,HCP0257,REP027,2025-11-21,PRD004,7,2
CALL001072,HCP0257,REP027,2025-11-15,PRD001,13,0
CALL001073,HCP0258,REP029,2025-06-17,PRD004,25,3
CALL001074,HCP0258,REP029,2025-08-31,PRD003,22,1
CALL001075,HCP0258,REP029,2025-03-04,PRD004,23,0
CALL001076,HCP0259,REP027,2025-03-02,PRD005,25,1
CALL001077,HCP0259,REP027,2025-11-06,PRD002,17,3
CALL001078,HCP0260,REP014,2025-04-13,PRD005,28,2
CALL001079,HCP0260,REP014,2025-11-12,PRD005,6,2
CALL001080,HCP0260,REP014,2025-10-15,PRD005,5,0
CALL001081,HCP0260,REP014,2025-07-06,PRD005,12,2
CALL001082,HCP0261,REP017,2025-06-23,PRD004,23,0
CALL001083,HCP0261,REP017,2025-12-18,PRD004,14,2
CALL001084,HCP0261,REP017,2025-12-25,PRD002,22,0
CALL001085,HCP0261,REP017,2025-12-04,PRD004,14,3
CALL001086,HCP0261,REP017,2025-08-31,PRD003,27,0
CALL001087,HCP0261,REP017,2025-09-06,PRD001,17,3
CALL001088,HCP0261,REP017,2025-10-27,PRD003,16,1
CALL001089,HCP0261,REP017,2025-05-25,PRD002,16,1
CALL001090,HCP0262,REP029,2025-12-02,PRD002,24,0
CALL001091,HCP0262,REP029,2025-08-08,PRD004,20,1
CALL001092,HCP0262,REP029,2025-05-17,PRD001,24,1
CALL001093,HCP0263,REP026,2025-11-18,PRD004,26,1
CALL001094,HCP0263,REP026,2025-12-23,PRD004,21,0
CALL001095,HCP0263,REP026,2025-01-17,PRD003,28,0
CALL001096,HCP0263,REP026,2025-05-14,PRD002,6,2
CALL001097,HCP0263,REP026,2025-01-02,PRD003,16,0
CALL001098,HCP0263,REP026,2025-08-23,PRD004,16,0
CALL001099,HCP0264,REP019,2025-10-15,PRD005,26,2
CALL001100,HCP0264,REP019,2025-04-03,PRD001,10,0
CALL001101,HCP0264,REP019,2025-03-30,PRD002,5,0
CALL001102,HCP0264,REP019,2025-06-28,PRD005,22,2
CALL001103,HCP0264,REP019,2025-07-31,PRD002,23,0
CALL001104,HCP0264,REP019,2025-10-14,PRD002,18,1
CALL001105,HCP0265,REP029,2025-09-14,PRD001,6,2
CALL001106,HCP0265,REP029,2025-03-24,PRD002,20,1
CALL001107,HCP0265,REP029,2025-09-08,PRD003,18,2
CALL001108,HCP0265,REP029,2025-06-08,PRD003,9,2
CALL001109,HCP0266,REP014,2025-08-19,PRD003,11,2
CALL001110,HCP0267,REP015,2025-05-04,PRD004,25,0
CALL001111,HCP0267,REP015,2025-11-26,PRD001,19,0
CALL001112,HCP0267,REP015,2025-08-04,PRD003,18,0
CALL001113,HCP0268,REP001,2025-11-08,PRD002,20,1
CALL001114,HCP0268,REP001,2025-05-07,PRD003,20,0
CALL001115,HCP0269,REP013,2025-09-29,PRD001,29,1
CALL001116,HCP0269,REP013,2025-07-02,PRD001,10,0
CALL001117,HCP0269,REP013,2025-02-27,PRD003,21,3
CALL001118,HCP0269,REP013,2025-02-25,PRD004,26,0
CALL001119,HCP0269,REP013,2025-03-06,PRD001,19,1
CALL001120,HCP0269,REP013,2025-12-12,PRD001,24,0
CALL001121,HCP0269,REP013,2025-03-12,PRD005,6,0
CALL001122,HCP0270,REP006,2025-06-24,PRD002,25,2
CALL001123,HCP0270,REP006,2025-11-02,PRD004,15,2
CALL001124,HCP0270,REP006,2025-05-18,PRD004,8,2
CALL001125,HCP0271,REP008,2025-10-27,PRD002,10,1
CALL001126,HCP0271,REP008,2025-05-06,PRD003,11,0
CALL001127,HCP0271,REP008,2025-09-04,PRD001,19,3
CALL001128,HCP0271,REP008,2025-09-23,PRD003,17,2
CALL001129,HCP0271,REP008,2025-04-30,PRD002,6,0
CALL001130,HCP0271,REP008,2025-02-22,PRD001,17,1
CALL001131,HCP0271,REP008,2025-07-03,PRD005,13,0
CALL001132,HCP0272,REP015,2025-01-19,PRD002,19,2
CALL001133,HCP0272,REP015,2025-09-06,PRD003,26,1
CALL001134,HCP0272,REP015,2025-04-18,PRD004,23,1
CALL001135,HCP0272,REP015,2025-05-10,PRD003,5,1
CALL001136,HCP0273,REP024,2025-12-08,PRD002,17,0
CALL001137,HCP0273,REP024,2025-03-31,PRD004,21,0
CALL001138,HCP0273,REP024,2025-02-20,PRD003,19,1
CALL001139,HCP0273,REP024,2025-09-29,PRD003,21,0
CALL001140,HCP0274,REP018,2025-10-07,PRD005,13,2
CALL001141,HCP0274,REP018,2025-08-21,PRD001,21,0
CALL001142,HCP0275,REP007,2025-07-18,PRD004,17,2
CALL001143,HCP0275,REP007,2025-07-14,PRD003,10,0
CALL001144,HCP0275,REP007,2025-02-16,PRD002,7,1
CALL001145,HCP0276,REP005,2025-09-30,PRD002,24,0
CALL001146,HCP0276,REP005,2025-10-17,PRD005,21,0
CALL001147,HCP0277,REP026,2025-04-24,PRD002,7,1
CALL001148,HCP0277,REP026,2025-08-15,PRD001,26,0
CALL001149,HCP0277,REP026,2025-05-20,PRD004,23,1
CALL001150,HCP0277,REP026,2025-08-01,PRD004,16,0
CALL001151,HCP0277,REP026,2025-09-16,PRD001,22,0
CALL001152,HCP0278,REP006,2025-09-14,PRD001,19,0
CALL001153,HCP0278,REP006,2025-04-23,PRD002,18,1
CALL001154,HCP0278,REP006,2025-03-11,PRD004,25,0
CALL001155,HCP0279,REP003,2025-11-22,PRD002,21,1
CALL001156,HCP0279,REP003,2025-06-23,PRD004,21,0
CALL001157,HCP0279,REP003,2025-03-23,PRD004,23,1
CALL001158,HCP0279,REP003,2025-08-21,PRD001,10,0
CALL001159,HCP0279,REP003,2025-05-02,PRD004,8,0
CALL001160,HCP0280,REP012,2025-03-17,PRD005,18,0
CALL001161,HCP0280,REP012,2025-04-22,PRD005,19,2
CALL001162,HCP0280,REP012,2025-02-20,PRD005,9,0
CALL001163,HCP0280,REP012,2025-07-06,PRD004,8,3
CALL001164,HCP0280,REP012,2025-12-06,PRD003,8,0
CALL001165,HCP0281,REP017,2025-05-25,PRD001,26,1
CALL001166,HCP0281,REP017,2025-03-17,PRD002,28,1
CALL001167,HCP0282,REP020,2025-12-16,PRD001,26,2
CALL001168,HCP0282,REP020,2025-10-01,PRD003,5,1
CALL001169,HCP0282,REP020,2025-06-26,PRD001,20,1
CALL001170,HCP0283,REP021,2025-11-22,PRD004,9,1
CALL001171,HCP0283,REP021,2025-03-07,PRD002,28,1
CALL001172,HCP0283,REP021,2025-07-25,PRD002,14,2
CALL001173,HCP0283,REP021,2025-07-06,PRD005,13,1
CALL001174,HCP0283,REP021,2025-04-05,PRD001,26,0
CALL001175,HCP0283,REP021,2025-11-27,PRD003,28,0
CALL001176,HCP0283,REP021,2025-03-08,PRD003,12,2
CALL001177,HCP0284,REP018,2025-09-24,PRD001,20,0
CALL001178,HCP0284,REP018,2025-06-15,PRD001,17,2
CALL001179,HCP0284,REP018,2025-03-30,PRD004,14,0
CALL001180,HCP0284,REP018,2025-03-23,PRD005,25,0
CALL001181,HCP0284,REP018,2025-01-12,PRD004,18,0
CALL001182,HCP0284,REP018,2025-03-09,PRD002,7,0
CALL001183,HCP0285,REP028,2025-07-22,PRD003,13,3
CALL001184,HCP0285,REP028,2025-10-05,PRD002,28,0
CALL001185,HCP0285,REP028,2025-04-14,PRD004,8,0
CALL001186,HCP0285,REP028,2025-03-30,PRD002,5,0
CALL001187,HCP0285,REP028,2025-12-29,PRD002,28,0
CALL001188,HCP0285,REP028,2025-05-16,PRD001,5,1
CALL001189,HCP0286,REP026,2025-03-23,PRD005,17,0
CALL001190,HCP0286,REP026,2025-10-10,PRD002,12,0
CALL001191,HCP0286,REP026,2025-08-27,PRD004,11,0
CALL001192,HCP0286,REP026,2025-07-07,PRD002,14,1
CALL001193,HCP0286,REP026,2025-08-26,PRD001,21,1
CALL001194,HCP0286,REP026,2025-03-08,PRD003,25,0
CALL001195,HCP0286,REP026,2025-03-09,PRD005,25,3
CALL001196,HCP0287,REP017,2025-12-12,PRD002,29,1
CALL001197,HCP0287,REP017,2025-10-08,PRD004,7,0
CALL001198,HCP0287,REP017,2025-01-03,PRD005,20,0
CALL001199,HCP0287,REP017,2025-06-11,PRD002,7,0
CALL001200,HCP0288,REP004,2025-11-23,PRD002,26,1
CALL001201,HCP0288,REP004,2025-06-07,PRD005,12,0
CALL001202,HCP0288,REP004,2025-03-05,PRD001,26,0
CALL001203,HCP0289,REP027,2025-12-10,PRD002,16,0
CALL001204,HCP0289,REP027,2025-04-20,PRD003,6,2
CALL001205,HCP0289,REP027,2025-04-27,PRD001,7,0
CALL001206,HCP0289,REP027,2025-04-03,PRD003,7,0
CALL001207,HCP0290,REP022,2025-10-25,PRD002,10,1
CALL001208,HCP0290,REP022,2025-05-05,PRD005,13,0
CALL001209,HCP0290,REP022,2025-12-19,PRD005,19,0
CALL001210,HCP0290,REP022,2025-04-03,PRD001,19,1
CALL001211,HCP0290,REP022,2025-05-25,PRD004,12,2
CALL001212,HCP0291,REP027,2025-07-02,PRD001,18,1
CALL001213,HCP0291,REP027,2025-10-16,PRD005,15,0
CALL001214,HCP0291,REP027,2025-10-05,PRD004,19,1
CALL001215,HCP0291,REP027,2025-05-30,PRD001,16,0
CALL001216,HCP0291,REP027,2025-07-04,PRD004,29,0
CALL001217,HCP0291,REP027,2025-03-16,PRD002,22,1
CALL001218,HCP0291,REP027,2025-08-02,PRD004,6,3
CALL001219,HCP0291,REP027,2025-04-21,PRD003,17,1
CALL001220,HCP0292,REP022,2025-05-21,PRD004,28,1
CALL001221,HCP0292,REP022,2025-10-03,PRD004,5,2
CALL001222,HCP0292,REP022,2025-01-30,PRD005,17,0
CALL001223,HCP0293,REP006,2025-01-25,PRD002,23,3
CALL001224,HCP0293,REP006,2025-10-19,PRD001,14,2
CALL001225,HCP0293,REP006,2025-08-27,PRD004,9,0
CALL001226,HCP0294,REP017,2025-03-07,PRD005,18,2
CALL001227,HCP0294,REP017,2025-04-17,PRD002,23,0
CALL001228,HCP0295,REP029,2025-09-18,PRD002,16,1
CALL001229,HCP0295,REP029,2025-05-31,PRD002,7,3
CALL001230,HCP0295,REP029,2025-10-21,PRD003,23,0
CALL001231,HCP0296,REP011,2025-08-01,PRD005,11,0
CALL001232,HCP0297,REP005,2025-03-30,PRD001,15,3
CALL001233,HCP0297,REP005,2025-11-28,PRD002,7,2
CALL001234,HCP0297,REP005,2025-05-08,PRD002,19,3
CALL001235,HCP0298,REP022,2025-03-10,PRD001,15,3
CALL001236,HCP0298,REP022,2025-12-03,PRD005,14,1
CALL001237,HCP0299,REP025,2025-09-20,PRD001,26,1
CALL001238,HCP0299,REP025,2025-02-27,PRD004,28,2
CALL001239,HCP0299,REP025,2025-11-18,PRD004,18,1
CALL001240,HCP0299,REP025,2025-09-10,PRD001,25,2
CALL001241,HCP0299,REP025,2025-05-10,PRD004,29,0
CALL001242,HCP0299,REP025,2025-10-19,PRD003,12,2
CALL001243,HCP0299,REP025,2025-06-24,PRD001,11,0
CALL001244,HCP0299,REP025,2025-12-04,PRD005,23,2
CALL001245,HCP0299,REP025,2025-08-03,PRD001,21,1
CALL001246,HCP0300,REP029,2025-12-12,PRD003,27,2
CALL001247,HCP0301,REP030,2025-09-02,PRD002,17,3
CALL001248,HCP0301,REP030,2025-09-13,PRD004,24,0
CALL001249,HCP0301,REP030,2025-09-15,PRD005,6,2
CALL001250,HCP0301,REP030,2025-06-19,PRD001,10,2
CALL001251,HCP0301,REP030,2025-06-28,PRD001,11,0
CALL001252,HCP0301,REP030,2025-06-02,PRD004,26,0
CALL001253,HCP0301,REP030,2025-04-08,PRD004,24,0
CALL001254,HCP0302,REP005,2025-12-10,PRD001,29,0
CALL001255,HCP0302,REP005,2025-05-21,PRD001,22,2
CALL001256,HCP0302,REP005,2025-07-16,PRD005,22,0
CALL001257,HCP0303,REP025,2025-02-09,PRD001,10,2
CALL001258,HCP0303,REP025,2025-01-18,PRD002,22,0
CALL001259,HCP0303,REP025,2025-05-02,PRD002,21,0
CALL001260,HCP0303,REP025,2025-11-28,PRD003,6,0
CALL001261,HCP0304,REP013,2025-04-10,PRD005,16,0
CALL001262,HCP0304,REP013,2025-06-10,PRD001,17,2
CALL001263,HCP0305,REP024,2025-05-01,PRD003,19,0
CALL001264,HCP0305,REP024,2025-09-12,PRD005,23,3
CALL001265,HCP0305,REP024,2025-04-10,PRD004,28,2
CALL001266,HCP0305,REP024,2025-05-12,PRD003,19,1
CALL001267,HCP0305,REP024,2025-08-19,PRD004,14,2
CALL001268,HCP0305,REP024,2025-07-09,PRD003,14,2
CALL001269,HCP0305,REP024,2025-12-13,PRD004,29,0
CALL001270,HCP0306,REP027,2025-12-15,PRD004,23,1
CALL001271,HCP0306,REP027,2025-01-13,PRD003,25,2
CALL001272,HCP0306,REP027,2025-05-26,PRD002,18,2
CALL001273,HCP0306,REP027,2025-10-10,PRD003,7,3
CALL001274,HCP0307,REP019,2025-02-12,PRD005,27,1
CALL001275,HCP0307,REP019,2025-06-20,PRD004,23,2
CALL001276,HCP0307,REP019,2025-11-07,PRD005,20,1
CALL001277,HCP0307,REP019,2025-05-14,PRD002,23,2
CALL001278,HCP0307,REP019,2025-04-23,PRD003,19,0
CALL001279,HCP0307,REP019,2025-08-30,PRD001,8,0
CALL001280,HCP0307,REP019,2025-04-29,PRD004,7,2
CALL001281,HCP0308,REP017,2025-03-17,PRD002,19,1
CALL001282,HCP0308,REP017,2025-03-18,PRD004,14,1
CALL001283,HCP0309,REP004,2025-03-05,PRD003,13,1
CALL001284,HCP0309,REP004,2025-07-27,PRD002,12,0
CALL001285,HCP0309,REP004,2025-03-28,PRD002,26,1
CALL001286,HCP0310,REP028,2025-08-15,PRD004,10,1
CALL001287,HCP0310,REP028,2025-09-27,PRD005,22,0
CALL001288,HCP0310,REP028,2025-07-06,PRD004,17,2
CALL001289,HCP0311,REP029,2025-06-09,PRD001,20,3
CALL001290,HCP0311,REP029,2025-03-07,PRD002,6,0
CALL001291,HCP0312,REP010,2025-01-20,PRD002,12,3
CALL001292,HCP0312,REP010,2025-04-15,PRD005,22,0
CALL001293,HCP0313,REP017,2025-08-20,PRD002,21,1
CALL001294,HCP0313,REP017,2025-10-31,PRD005,7,0
CALL001295,HCP0313,REP017,2025-06-17,PRD003,26,1
CALL001296,HCP0313,REP017,2025-04-12,PRD003,9,1
CALL001297,HCP0313,REP017,2025-05-05,PRD004,17,2
CALL001298,HCP0314,REP029,2025-12-13,PRD001,29,0
CALL001299,HCP0314,REP029,2025-11-23,PRD005,23,2
CALL001300,HCP0314,REP029,2025-07-18,PRD003,27,0
CALL001301,HCP0314,REP029,2025-08-05,PRD004,17,0
CALL001302,HCP0314,REP029,2025-12-06,PRD005,20,1
CALL001303,HCP0314,REP029,2025-02-11,PRD003,17,1
CALL001304,HCP0314,REP029,2025-01-17,PRD004,7,2
CALL001305,HCP0314,REP029,2025-01-26,PRD002,23,1
CALL001306,HCP0315,REP022,2025-08-12,PRD002,19,1
CALL001307,HCP0315,REP022,2025-03-24,PRD005,25,1
