hcp_id,product_id,month,rx_count,list_price_usd,revenue_usd
HCP0441,PRD001,2025-02,1,120,120
HCP0441,PRD002,2025-03,1,85,85
HCP0441,PRD004,2025-06,1,60,60
HCP0441,PRD004,2025-07,1,60,60
HCP0441,PRD004,2025-09,1,60,60
HCP0441,PRD003,2025-10,1,950,950
HCP0441,PRD004,2025-11,1,60,60
HCP0442,PRD002,2025-01,5,85,425
HCP0442,PRD001,2025-02,6,120,720
HCP0442,PRD005,2025-03,11,45,495
HCP0442,PRD004,2025-04,12,60,720
HCP0442,PRD003,2025-05,11,950,10450
HCP0442,PRD004,2025-06,9,60,540
HCP0442,PRD002,2025-07,2,85,170
HCP0442,PRD004,2025-08,15,60,900
HCP0442,PRD004,2025-09,11,60,660
HCP0442,PRD003,2025-10,6,950,5700
HCP0442,PRD001,2025-11,9,120,1080
HCP0442,PRD003,2025-12,5,950,4750
HCP0443,PRD001,2025-01,9,120,1080
HCP0443,PRD004,2025-02,7,60,420
HCP0443,PRD004,2025-03,15,60,900
HCP0443,PRD001,2025-04,13,120,1560
HCP0443,PRD001,2025-05,11,120,1320
HCP0443,PRD005,2025-06,8,45,360
HCP0443,PRD002,2025-07,17,85,1445
HCP0443,PRD004,2025-08,3,60,180
HCP0443,PRD004,2025-09,7,60,420
HCP0443,PRD001,2025-10,9,120,1080
HCP0443,PRD001,2025-11,12,120,1440
HCP0443,PRD003,2025-12,4,950,3800
HCP0444,PRD004,2025-01,4,60,240
HCP0444,PRD003,2025-02,6,950,5700
HCP0444,PRD003,2025-03,8,950,7600
HCP0444,PRD004,2025-04,4,60,240
HCP0444,PRD001,2025-05,5,120,600
HCP0444,PRD005,2025-06,3,45,135
HCP0444,PRD002,2025-07,3,85,255
HCP0444,PRD004,2025-08,7,60,420
HCP0444,PRD005,2025-09,2,45,90
HCP0444,PRD003,2025-10,7,950,6650
HCP0444,PRD001,2025-11,10,120,1200
HCP0444,PRD004,2025-12,7,60,420
HCP0445,PRD004,2025-01,5,60,300
HCP0445,PRD002,2025-02,5,85,425
HCP0445,PRD003,2025-03,3,950,2850
HCP0445,PRD003,2025-04,8,950,7600
HCP0445,PRD003,2025-05,7,950,6650
HCP0445,PRD004,2025-06,6,60,360
HCP0445,PRD001,2025-07,5,120,600
HCP0445,PRD002,2025-08,8,85,680
HCP0445,PRD001,2025-09,7,120,840
HCP0445,PRD003,2025-10,9,950,8550
HCP0445,PRD003,2025-11,2,950,1900
HCP0445,PRD001,2025-12,1,120,120
HCP0447,PRD003,2025-01,14,950,13300
HCP0447,PRD003,2025-02,11,950,10450
HCP0447,PRD001,2025-03,11,120,1320
HCP0447,PRD003,2025-04,9,950,8550
HCP0447,PRD004,2025-05,10,60,600
HCP0447,PRD002,2025-06,9,85,765
HCP0447,PRD005,2025-07,22,45,990
HCP0447,PRD004,2025-08,16,60,960
HCP0447,PRD001,2025-09,12,120,1440
HCP0447,PRD002,2025-10,14,85,1190
HCP0447,PRD001,2025-11,8,120,960
HCP0447,PRD001,2025-12,13,120,1560
HCP0448,PRD003,2025-01,12,950,11400
HCP0448,PRD003,2025-02,6,950,5700
HCP0448,PRD005,2025-03,2,45,90
HCP0448,PRD004,2025-04,8,60,480
HCP0448,PRD003,2025-05,9,950,8550
HCP0448,PRD004,2025-06,6,60,360
HCP0448,PRD001,2025-07,5,120,600
HCP0448,PRD004,2025-08,1,60,60
HCP0448,PRD001,2025-09,6,120,720
HCP0448,PRD004,2025-10,3,60,180
HCP0448,PRD003,2025-11,9,950,8550
HCP0448,PRD003,2025-12,5,950,4750
HCP0449,PRD003,2025-02,14,950,13300
HCP0449,PRD005,2025-03,15,45,675
HCP0449,PRD003,2025-04,9,950,8550
HCP0449,PRD004,2025-05,20,60,1200
HCP0449,PRD005,2025-06,5,45,225
HCP0449,PRD001,2025-07,1,120,120
HCP0449,PRD002,2025-08,4,85,340
HCP0449,PRD005,2025-09,14,45,630
HCP0449,PRD002,2025-10,13,85,1105
HCP0449,PRD001,2025-11,13,120,1560
HCP0449,PRD004,2025-12,16,60,960
HCP0450,PRD001,2025-01,9,120,1080
HCP0450,PRD001,2025-02,15,120,1800
HCP0450,PRD002,2025-03,4,85,340
HCP0450,PRD004,2025-04,6,60,360
HCP0450,PRD003,2025-05,10,950,9500
HCP0450,PRD001,2025-06,1,120,120
HCP0450,PRD001,2025-07,10,120,1200
HCP0450,PRD004,2025-08,5,60,300
HCP0450,PRD004,2025-09,6,60,360
HCP0450,PRD002,2025-10,6,85,510
HCP0450,PRD005,2025-11,6,45,270
HCP0451,PRD002,2025-01,3,85,255
HCP0451,PRD001,2025-02,2,120,240
HCP0451,PRD004,2025-03,2,60,120
HCP0451,PRD004,2025-04,2,60,120
HCP0451,PRD004,2025-05,4,60,240
HCP0451,PRD002,2025-06,5,85,425
HCP0451,PRD002,2025-07,4,85,340
HCP0451,PRD005,2025-08,8,45,360
HCP0451,PRD004,2025-09,3,60,180
HCP0451,PRD005,2025-10,3,45,135
HCP0451,PRD003,2025-11,4,950,3800
HCP0451,PRD001,2025-12,2,120,240
HCP0452,PRD002,2025-01,4,85,340
HCP0452,PRD003,2025-02,1,950,950
HCP0452,PRD001,2025-03,3,120,360
HCP0452,PRD003,2025-04,2,950,1900
HCP0452,PRD003,2025-05,5,950,4750
HCP0452,PRD004,2025-06,2,60,120
HCP0452,PRD005,2025-07,1,45,45
HCP0452,PRD005,2025-08,2,45,90
HCP0452,PRD005,2025-09,2,45,90
HCP0452,PRD003,2025-10,3,950,2850
HCP0452,PRD004,2025-11,6,60,360
HCP0452,PRD002,2025-12,3,85,255
HCP0453,PRD001,2025-02,12,120,1440
HCP0453,PRD004,2025-03,9,60,540
HCP0453,PRD004,2025-04,4,60,240
HCP0453,PRD002,2025-05,7,85,595
HCP0453,PRD004,2025-06,4,60,240
HCP0453,PRD005,2025-07,7,45,315
HCP0453,PRD003,2025-08,5,950,4750
HCP0453,PRD003,2025-09,7,950,6650
HCP0453,PRD001,2025-10,4,120,480
HCP0453,PRD003,2025-11,10,950,9500
HCP0453,PRD002,2025-12,3,85,255
HCP0454,PRD001,2025-01,4,120,480
HCP0454,PRD004,2025-02,11,60,660
HCP0454,PRD005,2025-03,4,45,180
HCP0454,PRD005,2025-04,13,45,585
HCP0454,PRD004,2025-05,2,60,120
HCP0454,PRD005,2025-06,15,45,675
HCP0454,PRD002,2025-07,1,85,85
HCP0454,PRD003,2025-08,17,950,16150
HCP0454,PRD002,2025-09,6,85,510
HCP0454,PRD004,2025-10,3,60,180
HCP0454,PRD005,2025-11,8,45,360
HCP0454,PRD003,2025-12,13,950,12350
HCP0455,PRD005,2025-01,8,45,360
HCP0455,PRD005,2025-02,8,45,360
HCP0455,PRD002,2025-03,12,85,1020
HCP0455,PRD001,2025-04,13,120,1560
HCP0455,PRD005,2025-05,1,45,45
HCP0455,PRD004,2025-06,8,60,480
HCP0455,PRD004,2025-07,9,60,540
HCP0455,PRD002,2025-08,14,85,1190
HCP0455,PRD001,2025-09,15,120,1800
HCP0455,PRD003,2025-10,3,950,2850
HCP0455,PRD001,2025-11,20,120,2400
HCP0455,PRD002,2025-12,4,85,340
HCP0456,PRD003,2025-02,2,950,1900
HCP0456,PRD001,2025-03,11,120,1320
HCP0456,PRD001,2025-04,11,120,1320
HCP0456,PRD005,2025-05,8,45,360
HCP0456,PRD005,2025-06,2,45,90
HCP0456,PRD004,2025-07,4,60,240
HCP0456,PRD001,2025-08,6,120,720
HCP0456,PRD004,2025-09,8,60,480
HCP0456,PRD005,2025-10,7,45,315
HCP0456,PRD003,2025-11,4,950,3800
HCP0456,PRD005,2025-12,3,45,135
HCP0458,PRD005,2025-01,6,45,270
HCP0458,PRD005,2025-02,3,45,135
HCP0458,PRD003,2025-03,5,950,4750
HCP0458,PRD002,2025-04,10,85,850
HCP0458,PRD002,2025-05,5,85,425
HCP0458,PRD005,2025-06,12,45,540
HCP0458,PRD003,2025-07,5,950,4750
HCP0458,PRD005,2025-08,3,45,135
HCP0458,PRD002,2025-09,5,85,425
HCP0458,PRD005,2025-10,11,45,495
HCP0458,PRD001,2025-11,9,120,1080
HCP0458,PRD001,2025-12,6,120,720
HCP0459,PRD001,2025-01,2,120,240
HCP0459,PRD002,2025-02,2,85,170
HCP0459,PRD004,2025-03,2,60,120
HCP0459,PRD003,2025-04,2,950,1900
HCP0459,PRD005,2025-05,1,45,45
HCP0459,PRD002,2025-07,1,85,85
HCP0459,PRD004,2025-08,1,60,60
HCP0459,PRD002,2025-09,1,85,85
HCP0459,PRD001,2025-11,1,120,120
HCP0459,PRD004,2025-12,1,60,60
HCP0460,PRD005,2025-01,3,45,135
HCP0460,PRD004,2025-03,4,60,240
HCP0460,PRD003,2025-04,1,950,950
HCP0460,PRD004,2025-05,3,60,180
HCP0460,PRD004,2025-06,1,60,60
HCP0460,PRD001,2025-07,6,120,720
HCP0460,PRD005,2025-08,4,45,180
HCP0460,PRD005,2025-09,5,45,225
HCP0460,PRD001,2025-10,4,120,480
HCP0460,PRD002,2025-11,5,85,425
HCP0460,PRD005,2025-12,5,45,225
HCP0461,PRD002,2025-01,5,85,425
HCP0461,PRD004,2025-02,6,60,360
HCP0461,PRD003,2025-03,4,950,3800
HCP0461,PRD003,2025-04,12,950,11400
HCP0461,PRD002,2025-06,11,85,935
HCP0461,PRD003,2025-07,13,950,12350
HCP0461,PRD001,2025-08,9,120,1080
HCP0461,PRD004,2025-09,4,60,240
HCP0461,PRD004,2025-10,7,60,420
HCP0461,PRD001,2025-11,4,120,480
HCP0461,PRD004,2025-12,4,60,240
HCP0462,PRD003,2025-01,8,950,7600
HCP0462,PRD001,2025-02,10,120,1200
HCP0462,PRD002,2025-03,7,85,595
HCP0462,PRD001,2025-04,4,120,480
HCP0462,PRD001,2025-05,15,120,1800
HCP0462,PRD004,2025-06,4,60,240
HCP0462,PRD005,2025-07,9,45,405
HCP0462,PRD005,2025-08,3,45,135
HCP0462,PRD001,2025-09,5,120,600
HCP0462,PRD004,2025-10,14,60,840
HCP0462,PRD003,2025-11,10,950,9500
HCP0462,PRD002,2025-12,5,85,425
HCP0463,PRD005,2025-01,11,45,495
HCP0463,PRD002,2025-02,7,85,595
HCP0463,PRD002,2025-03,13,85,1105
HCP0463,PRD002,2025-04,13,85,1105
HCP0463,PRD005,2025-05,12,45,540
HCP0463,PRD005,2025-06,15,45,675
HCP0463,PRD002,2025-07,14,85,1190
HCP0463,PRD005,2025-08,7,45,315
HCP0463,PRD003,2025-09,11,950,10450
HCP0463,PRD001,2025-10,6,120,720
HCP0463,PRD002,2025-11,6,85,510
HCP0463,PRD004,2025-12,16,60,960
HCP0464,PRD002,2025-01,3,85,255
HCP0464,PRD003,2025-02,10,950,9500
HCP0464,PRD001,2025-03,9,120,1080
HCP0464,PRD005,2025-04,7,45,315
HCP0464,PRD004,2025-05,3,60,180
HCP0464,PRD001,2025-06,1,120,120
HCP0464,PRD005,2025-07,4,45,180
HCP0464,PRD005,2025-08,2,45,90
HCP0464,PRD002,2025-09,9,85,765
HCP0464,PRD003,2025-10,11,950,10450
HCP0464,PRD002,2025-11,5,85,425
HCP0464,PRD002,2025-12,10,85,850
HCP0465,PRD005,2025-01,2,45,90
HCP0465,PRD004,2025-02,1,60,60
HCP0465,PRD002,2025-03,4,85,340
HCP0465,PRD001,2025-04,1,120,120
HCP0465,PRD004,2025-05,4,60,240
HCP0465,PRD005,2025-06,3,45,135
HCP0465,PRD005,2025-07,1,45,45
HCP0465,PRD001,2025-08,2,120,240
HCP0465,PRD004,2025-09,2,60,120
HCP0465,PRD003,2025-10,1,950,950
HCP0465,PRD001,2025-11,2,120,240
HCP0466,PRD003,2025-01,9,950,8550
HCP0466,PRD004,2025-02,9,60,540
HCP0466,PRD002,2025-03,7,85,595
HCP0466,PRD003,2025-04,7,950,6650
HCP0466,PRD003,2025-05,12,950,11400
HCP0466,PRD004,2025-06,5,60,300
HCP0466,PRD005,2025-07,4,45,180
HCP0466,PRD004,2025-08,9,60,540
HCP0466,PRD001,2025-09,5,120,600
HCP0466,PRD002,2025-10,13,85,1105
HCP0466,PRD003,2025-11,6,950,5700
HCP0466,PRD002,2025-12,10,85,850
HCP0467,PRD001,2025-01,6,120,720
HCP0467,PRD005,2025-02,12,45,540
HCP0467,PRD003,2025-03,6,950,5700
HCP0467,PRD001,2025-04,11,120,1320
HCP0467,PRD004,2025-05,7,60,420
HCP0467,PRD005,2025-06,6,45,270
HCP0467,PRD004,2025-07,4,60,240
HCP0467,PRD002,2025-08,5,85,425
HCP0467,PRD003,2025-09,10,950,9500
HCP0467,PRD002,2025-10,5,85,425
HCP0467,PRD001,2025-11,7,120,840
HCP0467,PRD004,2025-12,15,60,900
HCP0468,PRD005,2025-01,8,45,360
HCP0468,PRD004,2025-02,4,60,240
HCP0468,PRD001,2025-04,8,120,960
HCP0468,PRD003,2025-05,13,950,12350
HCP0468,PRD001,2025-06,4,120,480
HCP0468,PRD003,2025-07,12,950,11400
HCP0468,PRD003,2025-08,10,950,9500
HCP0468,PRD004,2025-10,2,60,120
HCP0468,PRD001,2025-11,10,120,1200
HCP0468,PRD002,2025-12,10,85,850
HCP0469,PRD005,2025-01,8,45,360
HCP0469,PRD004,2025-02,9,60,540
HCP0469,PRD004,2025-03,16,60,960
HCP0469,PRD003,2025-04,3,950,2850
HCP0469,PRD005,2025-05,10,45,450
HCP0469,PRD003,2025-06,9,950,8550
HCP0469,PRD002,2025-07,17,85,1445
HCP0469,PRD005,2025-08,21,45,945
HCP0469,PRD001,2025-09,12,120,1440
HCP0469,PRD005,2025-10,11,45,495
HCP0469,PRD003,2025-11,6,950,5700
HCP0469,PRD005,2025-12,9,45,405
HCP0470,PRD005,2025-01,5,45,225
HCP0470,PRD005,2025-02,6,45,270
HCP0470,PRD004,2025-03,8,60,480
HCP0470,PRD003,2025-04,6,950,5700
HCP0470,PRD002,2025-05,3,85,255
HCP0470,PRD002,2025-06,5,85,425
HCP0470,PRD003,2025-07,4,950,3800
HCP0470,PRD004,2025-08,5,60,300
HCP0470,PRD002,2025-09,2,85,170
HCP0470,PRD005,2025-10,7,45,315
HCP0470,PRD002,2025-11,8,85,680
HCP0470,PRD001,2025-12,7,120,840
HCP0471,PRD002,2025-01,5,85,425
HCP0471,PRD003,2025-02,3,950,2850
HCP0471,PRD004,2025-03,4,60,240
HCP0471,PRD002,2025-04,5,85,425
HCP0471,PRD004,2025-05,7,60,420
HCP0471,PRD005,2025-06,5,45,225
HCP0471,PRD002,2025-07,4,85,340
HCP0471,PRD005,2025-08,5,45,225
HCP0471,PRD002,2025-09,4,85,340
HCP0471,PRD003,2025-10,7,950,6650
HCP0471,PRD004,2025-11,2,60,120
HCP0471,PRD005,2025-12,5,45,225
HCP0472,PRD005,2025-01,5,45,225
HCP0472,PRD005,2025-02,7,45,315
HCP0472,PRD005,2025-03,7,45,315
HCP0472,PRD003,2025-04,8,950,7600
HCP0472,PRD002,2025-05,7,85,595
HCP0472,PRD002,2025-06,5,85,425
HCP0472,PRD003,2025-07,5,950,4750
HCP0472,PRD003,2025-08,8,950,7600
HCP0472,PRD001,2025-09,5,120,600
HCP0472,PRD003,2025-10,2,950,1900
HCP0472,PRD003,2025-11,6,950,5700
HCP0472,PRD004,2025-12,8,60,480
HCP0473,PRD003,2025-01,1,950,950
HCP0473,PRD005,2025-05,1,45,45
HCP0473,PRD001,2025-09,1,120,120
HCP0473,PRD002,2025-12,1,85,85
HCP0474,PRD002,2025-01,14,85,1190
HCP0474,PRD001,2025-02,8,120,960
HCP0474,PRD003,2025-03,5,950,4750
HCP0474,PRD004,2025-04,10,60,600
HCP0474,PRD002,2025-05,9,85,765
HCP0474,PRD005,2025-06,11,45,495
HCP0474,PRD001,2025-07,5,120,600
HCP0474,PRD002,2025-08,2,85,170
HCP0474,PRD003,2025-09,5,950,4750
HCP0474,PRD004,2025-11,6,60,360
HCP0474,PRD001,2025-12,7,120,840
HCP0475,PRD004,2025-01,6,60,360
HCP0475,PRD005,2025-04,4,45,180
HCP0475,PRD005,2025-05,7,45,315
HCP0475,PRD005,2025-06,5,45,225
HCP0475,PRD004,2025-07,2,60,120
HCP0475,PRD001,2025-08,1,120,120
HCP0475,PRD005,2025-09,1,45,45
HCP0475,PRD001,2025-10,4,120,480
HCP0475,PRD004,2025-11,4,60,240
HCP0475,PRD003,2025-12,4,950,3800
HCP0476,PRD005,2025-01,16,45,720
HCP0476,PRD005,2025-02,11,45,495
HCP0476,PRD004,2025-03,14,60,840
HCP0476,PRD002,2025-04,7,85,595
HCP0476,PRD004,2025-05,9,60,540
HCP0476,PRD001,2025-06,11,120,1320
HCP0476,PRD003,2025-07,2,950,1900
HCP0476,PRD005,2025-08,7,45,315
HCP0476,PRD004,2025-09,2,60,120
HCP0476,PRD002,2025-10,3,85,255
HCP0476,PRD005,2025-11,6,45,270
HCP0476,PRD001,2025-12,15,120,1800
HCP0477,PRD002,2025-01,13,85,1105
HCP0477,PRD002,2025-02,10,85,850
HCP0477,PRD005,2025-03,1,45,45
HCP0477,PRD001,2025-04,12,120,1440
HCP0477,PRD005,2025-05,18,45,810
HCP0477,PRD005,2025-06,9,45,405
HCP0477,PRD003,2025-07,10,950,9500
HCP0477,PRD005,2025-08,11,45,495
HCP0477,PRD001,2025-09,15,120,1800
HCP0477,PRD003,2025-10,8,950,7600
HCP0477,PRD005,2025-11,7,45,315
HCP0477,PRD005,2025-12,11,45,495
HCP0478,PRD002,2025-01,2,85,170
HCP0478,PRD003,2025-02,9,950,8550
HCP0478,PRD004,2025-03,5,60,300
HCP0478,PRD002,2025-04,4,85,340
HCP0478,PRD002,2025-05,8,85,680
HCP0478,PRD003,2025-06,7,950,6650
HCP0478,PRD004,2025-07,9,60,540
HCP0478,PRD001,2025-08,4,120,480
HCP0478,PRD004,2025-09,1,60,60
HCP0478,PRD002,2025-10,5,85,425
HCP0478,PRD003,2025-11,1,950,950
HCP0478,PRD001,2025-12,4,120,480
HCP0479,PRD005,2025-01,6,45,270
HCP0479,PRD004,2025-02,1,60,60
HCP0479,PRD005,2025-03,4,45,180
HCP0479,PRD004,2025-04,4,60,240
HCP0479,PRD004,2025-05,4,60,240
HCP0479,PRD001,2025-06,4,120,480
HCP0479,PRD005,2025-07,1,45,45
HCP0479,PRD003,2025-09,4,950,3800
HCP0479,PRD001,2025-10,2,120,240
HCP0479,PRD005,2025-11,3,45,135
HCP0479,PRD004,2025-12,4,60,240
HCP0480,PRD002,2025-01,19,85,1615
HCP0480,PRD002,2025-02,12,85,1020
HCP0480,PRD004,2025-04,2,60,120
HCP0480,PRD004,2025-06,24,60,1440
HCP0480,PRD005,2025-07,25,45,1125
HCP0480,PRD005,2025-08,9,45,405
HCP0480,PRD002,2025-09,17,85,1445
HCP0480,PRD005,2025-10,21,45,945
HCP0480,PRD001,2025-11,16,120,1920
HCP0480,PRD004,2025-12,13,60,780
HCP0481,PRD005,2025-01,6,45,270
HCP0481,PRD005,2025-02,7,45,315
HCP0481,PRD002,2025-03,1,85,85
HCP0481,PRD004,2025-05,4,60,240
HCP0481,PRD001,2025-06,2,120,240
HCP0481,PRD002,2025-07,3,85,255
HCP0481,PRD003,2025-08,1,950,950
HCP0481,PRD001,2025-09,11,120,1320
HCP0481,PRD005,2025-10,11,45,495
HCP0481,PRD005,2025-11,3,45,135
HCP0482,PRD002,2025-01,21,85,1785
HCP0482,PRD005,2025-02,16,45,720
HCP0482,PRD005,2025-03,7,45,315
HCP0482,PRD003,2025-04,14,950,13300
HCP0482,PRD003,2025-05,9,950,8550
HCP0482,PRD001,2025-06,11,120,1320
HCP0482,PRD004,2025-07,14,60,840
HCP0482,PRD004,2025-08,10,60,600
HCP0482,PRD005,2025-09,4,45,180
HCP0482,PRD004,2025-10,13,60,780
HCP0482,PRD002,2025-11,6,85,510
HCP0482,PRD002,2025-12,15,85,1275
HCP0483,PRD004,2025-02,1,60,60
HCP0483,PRD005,2025-04,1,45,45
HCP0483,PRD003,2025-05,1,950,950
HCP0483,PRD003,2025-06,2,950,1900
HCP0483,PRD003,2025-08,2,950,1900
HCP0483,PRD003,2025-11,2,950,1900
HCP0483,PRD005,2025-12,1,45,45
HCP0484,PRD005,2025-01,2,45,90
HCP0484,PRD002,2025-02,1,85,85
HCP0484,PRD003,2025-03,4,950,3800
HCP0484,PRD002,2025-04,4,85,340
HCP0484,PRD003,2025-05,6,950,5700
HCP0484,PRD003,2025-06,9,950,8550
HCP0484,PRD005,2025-07,4,45,180
HCP0484,PRD004,2025-08,5,60,300
HCP0484,PRD001,2025-09,9,120,1080
HCP0484,PRD002,2025-10,8,85,680
HCP0484,PRD004,2025-11,4,60,240
HCP0484,PRD001,2025-12,3,120,360
HCP0485,PRD002,2025-01,11,85,935
HCP0485,PRD003,2025-02,6,950,5700
HCP0485,PRD002,2025-03,12,85,1020
HCP0485,PRD005,2025-04,14,45,630
HCP0485,PRD001,2025-05,3,120,360
HCP0485,PRD001,2025-06,4,120,480
HCP0485,PRD001,2025-07,7,120,840
HCP0485,PRD002,2025-08,12,85,1020
HCP0485,PRD004,2025-09,15,60,900
HCP0485,PRD001,2025-10,1,120,120
HCP0485,PRD004,2025-11,13,60,780
HCP0485,PRD005,2025-12,4,45,180
HCP0486,PRD005,2025-01,24,45,1080
HCP0486,PRD002,2025-02,7,85,595
HCP0486,PRD003,2025-03,6,950,5700
HCP0486,PRD002,2025-04,13,85,1105
HCP0486,PRD005,2025-06,17,45,765
HCP0486,PRD001,2025-07,17,120,2040
HCP0486,PRD002,2025-08,21,85,1785
HCP0486,PRD003,2025-09,15,950,14250
HCP0486,PRD005,2025-10,4,45,180
HCP0486,PRD002,2025-11,7,85,595
HCP0486,PRD002,2025-12,27,85,2295
HCP0487,PRD005,2025-01,8,45,360
HCP0487,PRD005,2025-02,8,45,360
HCP0487,PRD005,2025-03,18,45,810
HCP0487,PRD002,2025-04,8,85,680
HCP0487,PRD005,2025-05,8,45,360
HCP0487,PRD004,2025-06,10,60,600
HCP0487,PRD005,2025-07,13,45,585
HCP0487,PRD004,2025-08,7,60,420
HCP0487,PRD001,2025-09,3,120,360
HCP0487,PRD004,2025-10,2,60,120
HCP0487,PRD005,2025-11,12,45,540
HCP0487,PRD001,2025-12,11,120,1320
HCP0488,PRD003,2025-01,9,950,8550
HCP0488,PRD005,2025-02,21,45,945
HCP0488,PRD003,2025-03,16,950,15200
HCP0488,PRD001,2025-04,12,120,1440
HCP0488,PRD002,2025-05,18,85,1530
HCP0488,PRD001,2025-06,27,120,3240
HCP0488,PRD004,2025-07,6,60,360
HCP0488,PRD005,2025-08,4,45,180
HCP0488,PRD002,2025-09,16,85,1360
HCP0488,PRD004,2025-10,17,60,1020
HCP0488,PRD002,2025-11,6,85,510
HCP0488,PRD004,2025-12,20,60,1200
HCP0489,PRD001,2025-01,9,120,1080
HCP0489,PRD002,2025-02,10,85,850
HCP0489,PRD003,2025-03,6,950,5700
HCP0489,PRD005,2025-05,2,45,90
HCP0489,PRD002,2025-06,5,85,425
HCP0489,PRD003,2025-07,3,950,2850
HCP0489,PRD004,2025-08,11,60,660
HCP0489,PRD005,2025-09,7,45,315
HCP0489,PRD004,2025-10,2,60,120
HCP0489,PRD001,2025-11,9,120,1080
HCP0489,PRD003,2025-12,2,950,1900
HCP0490,PRD002,2025-01,5,85,425
HCP0490,PRD002,2025-02,9,85,765
HCP0490,PRD001,2025-03,6,120,720
HCP0490,PRD004,2025-04,12,60,720
HCP0490,PRD002,2025-05,8,85,680
HCP0490,PRD004,2025-06,10,60,600
HCP0490,PRD005,2025-07,4,45,180
HCP0490,PRD004,2025-08,2,60,120
HCP0490,PRD004,2025-09,12,60,720
HCP0490,PRD004,2025-10,2,60,120
HCP0490,PRD001,2025-11,6,120,720
HCP0490,PRD002,2025-12,2,85,170
HCP0491,PRD001,2025-01,5,120,600
HCP0491,PRD001,2025-02,3,120,360
HCP0491,PRD004,2025-03,4,60,240
HCP0491,PRD001,2025-04,5,120,600
HCP0491,PRD001,2025-05,2,120,240
HCP0491,PRD004,2025-06,1,60,60
HCP0491,PRD001,2025-07,7,120,840
HCP0491,PRD003,2025-09,4,950,3800
HCP0491,PRD001,2025-10,6,120,720
HCP0491,PRD004,2025-11,3,60,180
HCP0491,PRD002,2025-12,4,85,340
HCP0492,PRD004,2025-01,20,60,1200
HCP0492,PRD002,2025-02,10,85,850
HCP0492,PRD003,2025-03,15,950,14250
HCP0492,PRD002,2025-04,12,85,1020
HCP0492,PRD001,2025-05,9,120,1080
HCP0492,PRD005,2025-06,15,45,675
HCP0492,PRD001,2025-07,10,120,1200
HCP0492,PRD001,2025-08,14,120,1680
HCP0492,PRD001,2025-09,13,120,1560
HCP0492,PRD003,2025-10,12,950,11400
HCP0492,PRD001,2025-11,21,120,2520
HCP0492,PRD001,2025-12,13,120,1560
HCP0493,PRD002,2025-01,7,85,595
HCP0493,PRD001,2025-02,10,120,1200
HCP0493,PRD005,2025-03,14,45,630
HCP0493,PRD002,2025-04,7,85,595
HCP0493,PRD002,2025-05,8,85,680
HCP0493,PRD005,2025-06,10,45,450
HCP0493,PRD004,2025-07,10,60,600
HCP0493,PRD004,2025-08,16,60,960
HCP0493,PRD003,2025-09,3,950,2850
HCP0493,PRD001,2025-10,8,120,960
HCP0493,PRD001,2025-11,2,120,240
HCP0493,PRD002,2025-12,5,85,425
HCP0494,PRD003,2025-01,2,950,1900
HCP0494,PRD005,2025-02,3,45,135
HCP0494,PRD002,2025-04,5,85,425
HCP0494,PRD004,2025-05,1,60,60
HCP0494,PRD004,2025-06,3,60,180
HCP0494,PRD004,2025-07,3,60,180
HCP0494,PRD001,2025-08,5,120,600
HCP0494,PRD001,2025-10,3,120,360
HCP0494,PRD002,2025-11,6,85,510
HCP0494,PRD003,2025-12,1,950,950
HCP0495,PRD001,2025-01,13,120,1560
HCP0495,PRD004,2025-02,3,60,180
HCP0495,PRD002,2025-03,16,85,1360
HCP0495,PRD004,2025-04,8,60,480
HCP0495,PRD005,2025-05,2,45,90
HCP0495,PRD001,2025-06,8,120,960
HCP0495,PRD003,2025-07,9,950,8550
HCP0495,PRD005,2025-08,9,45,405
HCP0495,PRD002,2025-09,15,85,1275
HCP0495,PRD002,2025-10,11,85,935
HCP0495,PRD001,2025-11,17,120,2040
HCP0495,PRD002,2025-12,12,85,1020
HCP0496,PRD005,2025-01,11,45,495
HCP0496,PRD003,2025-02,6,950,5700
HCP0496,PRD001,2025-03,8,120,960
HCP0496,PRD001,2025-04,12,120,1440
HCP0496,PRD005,2025-05,10,45,450
HCP0496,PRD005,2025-06,1,45,45
HCP0496,PRD002,2025-07,3,85,255
HCP0496,PRD003,2025-08,6,950,5700
HCP0496,PRD003,2025-09,4,950,3800
HCP0496,PRD002,2025-10,3,85,255
HCP0496,PRD003,2025-11,12,950,11400
HCP0496,PRD002,2025-12,13,85,1105
HCP0497,PRD005,2025-01,3,45,135
HCP0497,PRD004,2025-02,5,60,300
HCP0497,PRD001,2025-03,10,120,1200
HCP0497,PRD005,2025-04,3,45,135
HCP0497,PRD001,2025-05,6,120,720
HCP0497,PRD005,2025-06,7,45,315
HCP0497,PRD002,2025-07,9,85,765
HCP0497,PRD001,2025-08,6,120,720
HCP0497,PRD002,2025-09,7,85,595
HCP0497,PRD003,2025-10,5,950,4750
HCP0497,PRD005,2025-11,5,45,225
HCP0497,PRD002,2025-12,9,85,765
HCP0498,PRD001,2025-01,8,120,960
HCP0498,PRD003,2025-02,6,950,5700
HCP0498,PRD005,2025-03,12,45,540
HCP0498,PRD002,2025-04,3,85,255
HCP0498,PRD002,2025-05,3,85,255
HCP0498,PRD003,2025-06,4,950,3800
HCP0498,PRD003,2025-07,8,950,7600
HCP0498,PRD004,2025-08,3,60,180
